Entry,Gene Names
G2Q8G9,MYCTH_87600
G2Q8H0,MYCTH_2300901
G2Q8H2,MYCTH_2300903
G2Q8H3,MYCTH_2300905
G2Q8H4,MYCTH_2300906
G2Q8H5,MYCTH_2314555
G2Q8H6,MYCTH_2300911
G2Q8H7,MYCTH_2300913
G2Q8H8,MYCTH_2300915
G2Q8I0,MYCTH_2125192
G2Q8I1,MYCTH_2300922
G2Q8I3,MYCTH_2300924
G2Q8I4,MYCTH_2300931
G2Q8I5,MYCTH_2125197
G2Q8I7,MYCTH_2300938
G2Q8I8,MYCTH_100838
G2Q8J0,MYCTH_2300943
G2Q8J1,MYCTH_2300945
G2Q8J3,MYCTH_2300949
G2Q8J4,MYCTH_79440
G2Q8J5,MYCTH_2032845
G2Q8J7,MYCTH_2300958
G2Q8J8,MYCTH_2300961
G2Q8J9,MYCTH_2142956
G2Q8K0,MYCTH_27758
G2Q8K1,MYCTH_2300968
G2Q8K2,MYCTH_2300969
G2Q8K3,MYCTH_2300970
G2Q8K4,MYCTH_2314567
G2Q8K6,MYCTH_2300975
G2Q8K7,MYCTH_2300978
G2Q8K8,MYCTH_2300982
G2Q8K9,MYCTH_2300984
G2Q8L0,MYCTH_115198
G2Q8L1,MYCTH_2300989
G2Q8L4,MYCTH_2300993
G2Q8L5,MYCTH_2302811
G2Q8L6,MYCTH_2302812
G2Q8L7,MYCTH_2302815
G2Q8L8,MYCTH_2314920
G2Q8L9,MYCTH_2302818
G2Q8M2,MYCTH_2302824
G2Q8M3,MYCTH_2302825
G2Q8M4,MYCTH_110821
G2Q8M5,MYCTH_47994
G2Q8M6,MYCTH_2302831
G2Q8M7,MYCTH_2091486
G2Q8M8,MYCTH_2091488
G2Q8M9,MYCTH_2302839
G2Q8N0,MYCTH_100127
G2Q8N1,MYCTH_2058974
G2Q8N2,MYCTH_110817
G2Q8N3,MYCTH_2302851
G2Q8N4,MYCTH_2302852
G2Q8N5,MYCTH_2302854
G2Q8N6,MYCTH_2302856
G2Q8N7,MYCTH_2302858
G2Q8N8,MYCTH_2302859
G2Q8P0,MYCTH_2302868
G2Q8P1,MYCTH_2302869
G2Q8P2,MYCTH_2302870
G2Q8P3,MYCTH_2314933
G2Q8P4,MYCTH_2314934
G2Q8P5,MYCTH_2314935
G2Q8P6,MYCTH_2302880
G2Q8P8,MYCTH_78119
G2Q8P9,MYCTH_2302894
G2Q8Q0,MYCTH_2302897
G2Q8Q2,MYCTH_2302901
G2Q8Q3,MYCTH_12812
G2Q8Q4,MYCTH_114710
G2Q8Q6,MYCTH_2117668
G2Q8Q7,MYCTH_2302915
G2Q8Q8,MYCTH_2302919
G2Q8Q9,MYCTH_2057540
G2Q8R0,MYCTH_2126094
G2Q8R1,MYCTH_2058054
G2Q8R2,MYCTH_2302923
G2Q8R3,MYCTH_2302925
G2Q8R4,MYCTH_2302926
G2Q8R5,MYCTH_2302928
G2Q8R6,MYCTH_92255
G2Q8R7,MYCTH_2302930
G2Q8R8,MYCTH_110806
G2Q8S0,MYCTH_2300995
G2Q8S1,MYCTH_2300996
G2Q8S2,MYCTH_2300999
G2Q8S3,MYCTH_2301004
G2Q8S4,MYCTH_2301005
G2Q8S5,MYCTH_47844
G2Q8S6,MYCTH_2301009
G2Q8S7,MYCTH_2125234
G2Q8S8,MYCTH_2057781
G2Q8S9,MYCTH_2301014
G2Q8T0,MYCTH_100809
G2Q8T1,MYCTH_2301019
G2Q8T2,MYCTH_2301021
G2Q8T3,MYCTH_2301022
G2Q8T4,MYCTH_2142974
G2Q8T5,MYCTH_2301025
G2Q8T6,MYCTH_2116909
G2Q8T7,MYCTH_93007
G2Q8T8,MYCTH_2056182
G2Q8U0,MYCTH_2059249
G2Q8U1,MYCTH_2301032
G2Q8U2,MYCTH_2125251
G2Q8U4,MYCTH_79373
G2Q8U5,MYCTH_2301039
G2Q8U7,MYCTH_2314576
G2Q8V0,MYCTH_2301053
G2Q8V1,MYCTH_2301054
G2Q8V2,MYCTH_2301055
G2Q8V3,MYCTH_2057586
G2Q8V4,MYCTH_2301059
G2Q8V5,MYCTH_2301060
G2Q8V6,MYCTH_2301062
G2Q8W0,MYCTH_2116929
G2Q8W1,MYCTH_2108831
G2Q8W2,MYCTH_2301073
G2Q8W3,MYCTH_48078
G2Q8W4,MYCTH_79335
G2Q8W5,MYCTH_2301076
G2Q8W6,MYCTH_2301077
G2Q8W8,MYCTH_2301079
G2Q8W9,MYCTH_2301080
G2Q8X0,MYCTH_2125279
G2Q8X2,MYCTH_2116960
G2Q8X3,MYCTH_2302932
G2Q8X4,MYCTH_2056329
G2Q8X5,MYCTH_2302935
G2Q8X6,MYCTH_2138690
G2Q8X7,MYCTH_2302937
G2Q8X8,MYCTH_2302938
G2Q8X9,MYCTH_92248
G2Q8Y0,MYCTH_2143420
G2Q8Y1,MYCTH_2302939
G2Q8Y2,MYCTH_2302941
G2Q8Y3,MYCTH_100089
G2Q8Y4,MYCTH_2126111
G2Q8Y5,MYCTH_78093
G2Q8Y6,MYCTH_2302949
G2Q8Y9,MYCTH_2019739
G2Q8Z0,MYCTH_2302957
G2Q8Z1,MYCTH_2025626
G2Q8Z2,MYCTH_2302958
G2Q8Z3,MYCTH_2302962
G2Q8Z4,MYCTH_2091570
G2Q8Z6,MYCTH_2302967
G2Q8Z7,MYCTH_2302969
G2Q8Z8,MYCTH_2314947
G2Q8Z9,MYCTH_2302975
G2Q900,MYCTH_2302978
G2Q901,MYCTH_2109594
G2Q902,MYCTH_2302980
G2Q905,MYCTH_2057851
G2Q906,MYCTH_2302989
G2Q907,MYCTH_2302990
G2Q908,MYCTH_2302991
G2Q909,MYCTH_87219
G2Q910,MYCTH_106527
G2Q911,MYCTH_47625
G2Q912,MYCTH_114691
G2Q914,MYCTH_2058599
G2Q915,MYCTH_64530
G2Q916,MYCTH_2058169
G2Q918,MYCTH_2303000
G2Q919,MYCTH_2303001
G2Q922,MYCTH_110792
G2Q924,MYCTH_2109614
G2Q925,MYCTH_2303011
G2Q926,MYCTH_2301086
G2Q927,MYCTH_2058620
G2Q929,MYCTH_2301089
G2Q930,MYCTH_2301094
G2Q931,MYCTH_2301095
G2Q932,MYCTH_2301096
G2Q934,MYCTH_2301100
G2Q936,MYCTH_2301103
G2Q937,MYCTH_87557
G2Q938,MYCTH_79295
G2Q939,MYCTH_2301109
G2Q941,MYCTH_2301113
G2Q942,MYCTH_2301118
G2Q943,MYCTH_2301123
G2Q945,MYCTH_2301131
G2Q946,MYCTH_2301134
G2Q947,MYCTH_2314597
G2Q948,MYCTH_2301141
G2Q950,MYCTH_2059227
G2Q951,MYCTH_2090388
G2Q952,MYCTH_2019888
G2Q953,MYCTH_2301155
G2Q955,MYCTH_2301160
G2Q956,MYCTH_2301162
G2Q957,MYCTH_2301163
G2Q958,MYCTH_2314601
G2Q959,MYCTH_100744
G2Q960,MYCTH_2090403
G2Q962,MYCTH_2301170
G2Q963,MYCTH_2301171
G2Q964,MYCTH_2125321
G2Q965,MYCTH_2301172
G2Q966,MYCTH_2301174
G2Q967,MYCTH_2301177
G2Q968,MYCTH_2301178
G2Q969,MYCTH_2116990
G2Q970,MYCTH_2301180
G2Q971,MYCTH_2301182
G2Q973,MYCTH_2301186
G2Q975,MYCTH_2314610
G2Q976,MYCTH_2301194
G2Q978,MYCTH_2117720
G2Q979,MYCTH_2303014
G2Q980,MYCTH_2117721
G2Q981,MYCTH_2303015
G2Q983,MYCTH_78048
G2Q984,MYCTH_2303019
G2Q985,MYCTH_2303023
G2Q987,MYCTH_2117728
G2Q989,MYCTH_2303031
G2Q990,MYCTH_2303033
G2Q991,MYCTH_2303034
G2Q993,MYCTH_47428
G2Q994,MYCTH_47934
G2Q996,MYCTH_2056315
G2Q999,MYCTH_2303046
G2Q9A0,MYCTH_2029812
G2Q9A1,MYCTH_2303048
G2Q9A2,MYCTH_2133773
G2Q9A3,MYCTH_78019
G2Q9A4,MYCTH_106502
G2Q9A8,MYCTH_2303060
G2Q9A9,MYCTH_2303063
G2Q9B0,MYCTH_2303064
G2Q9B1,MYCTH_2301203
G2Q9B2,MYCTH_2301205
G2Q9B3,MYCTH_2077803
G2Q9B5,MYCTH_2301214
G2Q9B6,MYCTH_2301215
G2Q9B7,MYCTH_2301216
G2Q9B8,MYCTH_2301223
G2Q9C1,MYCTH_2301228
G2Q9C5,MYCTH_48250
G2Q9C7,MYCTH_2301246
G2Q9C8,MYCTH_2301250
G2Q9D0,MYCTH_2301259
G2Q9D1,MYCTH_2301261
G2Q9D2,MYCTH_47699
G2Q9D4,MYCTH_2301267
G2Q9D5,MYCTH_2301271
G2Q9D7,MYCTH_2058549
G2Q9D9,MYCTH_2077843
G2Q9E0,MYCTH_2301280
G2Q9E1,MYCTH_2301281
G2Q9E3,MYCTH_2301285
G2Q9E7,MYCTH_115110
G2Q9E8,MYCTH_2301294
G2Q9F0,MYCTH_2301302
G2Q9F1,MYCTH_2301304
G2Q9F3,MYCTH_2301308
G2Q9F4,MYCTH_2301313
G2Q9F7,MYCTH_111088
G2Q9F8,MYCTH_2058513
G2Q9F9,MYCTH_2301332
G2Q9G0,MYCTH_2301333
G2Q9G1,MYCTH_65726
G2Q9G3,MYCTH_2301338
G2Q9G4,MYCTH_2301341
G2Q9G5,MYCTH_2117048
G2Q9G6,MYCTH_2301343
G2Q9G8,MYCTH_79143
G2Q9G9,MYCTH_2108940
G2Q9H0,MYCTH_2301373
G2Q9H1,MYCTH_2301374
G2Q9H2,MYCTH_2125404
G2Q9H3,MYCTH_2133332
G2Q9H4,MYCTH_47841
G2Q9H5,MYCTH_79137
G2Q9H6,MYCTH_92876
G2Q9H7,MYCTH_2301391
G2Q9H8,MYCTH_65705
G2Q9H9,MYCTH_2301397
G2Q9I0,MYCTH_2301399
G2Q9I1,MYCTH_2301401
G2Q9I6,MYCTH_2301415
G2Q9I7,MYCTH_2314646
G2Q9I8,MYCTH_2301421
G2Q9I9,MYCTH_79116
G2Q9J0,MYCTH_2301428
G2Q9J1,MYCTH_2301430
G2Q9J2,MYCTH_2301433
G2Q9J3,MYCTH_2301435
G2Q9J4,MYCTH_2301437
G2Q9J5,MYCTH_2301440
G2Q9J6,MYCTH_2117072
G2Q9J7,MYCTH_2057810
G2Q9J8,MYCTH_2035386
G2Q9K0,MYCTH_46086
G2Q9K1,MYCTH_2301444
G2Q9K4,MYCTH_2117078
G2Q9K6,MYCTH_2301453
G2Q9K7,MYCTH_45915
G2Q9K9,MYCTH_2301462
G2Q9L1,MYCTH_111073
G2Q9L2,MYCTH_2301470
G2Q9L4,MYCTH_2301476
G2Q9L7,MYCTH_2090568
G2Q9L8,MYCTH_2301485
G2Q9M1,MYCTH_2301494
G2Q9M2,MYCTH_46431
G2Q9M3,MYCTH_2077959
G2Q9M6,MYCTH_2301503
G2Q9M7,MYCTH_2301506
G2Q9N0,MYCTH_2056896
G2Q9N1,MYCTH_2301513
G2Q9N2,MYCTH_2301516
G2Q9N3,MYCTH_2301517
G2Q9N4,MYCTH_2109000
G2Q9N5,MYCTH_2301521
G2Q9N7,MYCTH_2314662
G2Q9N9,MYCTH_47093
G2Q9P0,MYCTH_2301526
G2Q9P1,MYCTH_2090608
G2Q9P2,MYCTH_2090611
G2Q9P3,MYCTH_2301533
G2Q9P4,MYCTH_2301536
G2Q9P5,MYCTH_2301537
G2Q9P7,MYCTH_79030
G2Q9P8,MYCTH_79026
G2Q9P9,MYCTH_92812
G2Q9Q0,MYCTH_46612
G2Q9Q1,MYCTH_2314668
G2Q9Q4,MYCTH_2301553
G2Q9Q5,MYCTH_2301561
G2Q9Q6,MYCTH_100608
G2Q9Q7,MYCTH_92805
G2Q9Q8,MYCTH_2301567
G2Q9Q9,MYCTH_2058464
G2Q9R2,MYCTH_2301575
G2Q9R3,MYCTH_2301577
G2Q9R4,MYCTH_2301578
G2Q9R5,MYCTH_2109027
G2Q9R6,MYCTH_2059428
G2Q9R8,MYCTH_2301588
G2Q9R9,MYCTH_2301590
G2Q9S0,MYCTH_2078031
G2Q9S3,MYCTH_2301597
G2Q9S4,MYCTH_2301598
G2Q9S5,MYCTH_2301600
G2Q9S6,MYCTH_2125509
G2Q9S7,MYCTH_2301604
G2Q9S8,MYCTH_2301605
G2Q9S9,MYCTH_65542
G2Q9T0,MYCTH_2078041
G2Q9T2,MYCTH_2301622
G2Q9T4,MYCTH_2301624
G2Q9T5,MYCTH_2301625
G2Q9T6,MYCTH_100589
G2Q9T7,MYCTH_2301628
G2Q9T8,MYCTH_2301632
G2Q9T9,MYCTH_2301633
G2Q9U0,MYCTH_2138347
G2Q9U1,MYCTH_2314688
G2Q9U3,MYCTH_2301639
G2Q9U6,MYCTH_2301645
G2Q9U7,MYCTH_2058263
G2Q9V2,MYCTH_2301655
G2Q9V3,MYCTH_2301656
G2Q9V4,MYCTH_2301658
G2Q9V5,MYCTH_2301659
G2Q9V6,MYCTH_2133403
G2Q9V7,MYCTH_2301661
G2Q9V8,MYCTH_36737
G2Q9W0,MYCTH_2301663
G2Q9W3,MYCTH_2059686
G2Q9W4,MYCTH_2301669
G2Q9W5,MYCTH_2125560
G2Q9W6,MYCTH_2301670
G2Q9W7,MYCTH_100566
G2Q9W8,MYCTH_2301671
G2Q9W9,MYCTH_2125565
G2Q9X0,MYCTH_2057697
G2Q9X1,MYCTH_2301673
G2Q9X2,MYCTH_2301675
G2Q9X3,MYCTH_2301676
G2Q9X4,MYCTH_2301677
G2Q9X5,MYCTH_115028
G2Q9X6,MYCTH_46877
G2Q9X7,MYCTH_95605
G2Q9X9,MYCTH_2108373
G2Q9Y0,MYCTH_2299964
G2Q9Y1,MYCTH_2109081
G2Q9Y2,MYCTH_2059277
G2Q9Y3,MYCTH_2301682
G2Q9Y4,MYCTH_65475
G2Q9Y5,MYCTH_2125573
G2Q9Y6,MYCTH_2301687
G2Q9Y7,MYCTH_2301688
G2Q9Y8,MYCTH_2057017
G2Q9Y9,MYCTH_2125577
G2Q9Z0,MYCTH_2057132
G2Q9Z1,MYCTH_2301690
G2Q9Z2,MYCTH_2301693
G2Q9Z3,MYCTH_2301694
G2Q9Z4,MYCTH_2117187
G2Q9Z5,MYCTH_111036
G2Q9Z6,MYCTH_111035
G2Q9Z7,MYCTH_2125585
G2Q9Z9,MYCTH_2301702
G2QA00,MYCTH_2117192
G2QA02,MYCTH_2301710
G2QA03,MYCTH_92725
G2QA04,MYCTH_2125592
G2QA07,MYCTH_2301714
G2QA08,MYCTH_2301715
G2QA09,MYCTH_2301718
G2QA10,MYCTH_100541
G2QA11,MYCTH_2301720
G2QA12,MYCTH_2301721
G2QA13,MYCTH_2301722
G2QA14,MYCTH_2314711
G2QA15,MYCTH_2078128
G2QA16,MYCTH_2301726
G2QA17,MYCTH_2301729
G2QA18,MYCTH_2301730
G2QA20,MYCTH_2301747
G2QA22,MYCTH_2301753
G2QA23,MYCTH_2301760
G2QA24,MYCTH_2301761
G2QA25,MYCTH_45943
G2QA26,MYCTH_2301764
G2QA27,MYCTH_2301765
G2QA28,MYCTH_2109123
G2QA29,MYCTH_2078150
G2QA30,MYCTH_92700
G2QA31,MYCTH_2301768
G2QA32,MYCTH_2301769
G2QA34,MYCTH_2299965
G2QA35,MYCTH_2299968
G2QA36,MYCTH_2299969
G2QA37,MYCTH_2058820
G2QA38,MYCTH_2124737
G2QA40,MYCTH_2058711
G2QA41,MYCTH_2299975
G2QA42,MYCTH_2299976
G2QA43,MYCTH_2124742
G2QA44,MYCTH_2124743
G2QA45,MYCTH_80081
G2QA46,MYCTH_2299979
G2QA47,MYCTH_2299980
G2QA49,MYCTH_2299985
G2QA51,MYCTH_2124750
G2QA53,MYCTH_2299991
G2QA54,MYCTH_2299996
G2QA55,MYCTH_2299997
G2QA56,MYCTH_2299998
G2QA57,MYCTH_2089588
G2QA60,MYCTH_2300008
G2QA61,MYCTH_2300010
G2QA62,MYCTH_2300011
G2QA63,MYCTH_2300012
G2QA64,MYCTH_2076976
G2QA65,MYCTH_2300024
G2QA67,MYCTH_2089610
G2QA68,MYCTH_2300032
G2QA69,MYCTH_2108406
G2QA71,MYCTH_2300045
G2QA72,MYCTH_2300046
G2QA73,MYCTH_2300047
G2QA74,MYCTH_2300049
G2QA75,MYCTH_2300050
G2QA76,MYCTH_2300052
G2QA79,MYCTH_2300057
G2QA80,MYCTH_2300059
G2QA81,MYCTH_2108417
G2QA82,MYCTH_2059134
G2QA83,MYCTH_2059724
G2QA84,MYCTH_2057467
G2QA85,MYCTH_2300064
G2QA87,MYCTH_2300069
G2QA88,MYCTH_2301772
G2QA89,MYCTH_2024695
G2QA90,MYCTH_92694
G2QA91,MYCTH_100519
G2QA92,MYCTH_100518
G2QA95,MYCTH_65400
G2QA96,MYCTH_2301788
G2QA97,MYCTH_2048823
G2QA98,MYCTH_2301791
G2QA99,MYCTH_2057386
G2QAA0,MYCTH_92683
G2QAA1,MYCTH_2109142
G2QAA2,MYCTH_2314726
G2QAA3,MYCTH_2314727
G2QAA4,MYCTH_2301802
G2QAA5,MYCTH_2314728
G2QAA6,MYCTH_2117239
G2QAB1,MYCTH_2109153
G2QAB2,MYCTH_78828
G2QAB3,MYCTH_106827
G2QAB4,MYCTH_2301823
G2QAB5,MYCTH_92668
G2QAB6,MYCTH_2078193
G2QAB7,MYCTH_2301828
G2QAB8,MYCTH_2301829
G2QAC0,MYCTH_2301831
G2QAC1,MYCTH_2301832
G2QAC2,MYCTH_2301834
G2QAC3,MYCTH_2301836
G2QAC5,MYCTH_2109166
G2QAC7,MYCTH_2301845
G2QAC8,MYCTH_2109169
G2QAC9,MYCTH_2109170
G2QAD0,MYCTH_2301846
G2QAD2,MYCTH_2143160
G2QAD3,MYCTH_100489
G2QAD4,MYCTH_2301854
G2QAD5,MYCTH_2301856
G2QAD6,MYCTH_2301858
G2QAD7,MYCTH_2301859
G2QAD8,MYCTH_2314742
G2QAD9,MYCTH_2301864
G2QAE0,MYCTH_2300071
G2QAE1,MYCTH_2300073
G2QAE2,MYCTH_2058462
G2QAE4,MYCTH_2300082
G2QAE5,MYCTH_101172
G2QAE6,MYCTH_2300087
G2QAE8,MYCTH_2300093
G2QAE9,MYCTH_2300094
G2QAF0,MYCTH_2300099
G2QAF1,MYCTH_107255
G2QAF2,MYCTH_2300101
G2QAF3,MYCTH_2300105
G2QAF5,MYCTH_80023
G2QAF6,MYCTH_2300111
G2QAF7,MYCTH_2300113
G2QAF8,MYCTH_2300115
G2QAF9,MYCTH_2300116
G2QAG0,MYCTH_2300117
G2QAG1,MYCTH_2300119
G2QAG2,MYCTH_2300120
G2QAG5,MYCTH_2300125
G2QAG9,MYCTH_2314413
G2QAH0,MYCTH_2300136
G2QAH1,MYCTH_2300138
G2QAH2,MYCTH_2300139
G2QAH3,MYCTH_2300142
G2QAH5,MYCTH_2300145
G2QAH9,MYCTH_2300157
G2QAI1,MYCTH_2300162
G2QAI2,MYCTH_2059558
G2QAI3,MYCTH_2300166
G2QAI4,MYCTH_2300167
G2QAI5,MYCTH_2300170
G2QAI6,MYCTH_93342
G2QAI8,MYCTH_2300173
G2QAJ0,MYCTH_2300176
G2QAJ1,MYCTH_2300177
G2QAJ2,MYCTH_2300179
G2QAJ3,MYCTH_2300181
G2QAJ4,MYCTH_2078222
G2QAJ5,MYCTH_78796
G2QAJ7,MYCTH_2301873
G2QAJ8,MYCTH_2059186
G2QAJ9,MYCTH_2301875
G2QAK0,MYCTH_2301876
G2QAK1,MYCTH_2301878
G2QAK3,MYCTH_2057234
G2QAK4,MYCTH_2058752
G2QAK5,MYCTH_2314749
G2QAK6,MYCTH_2301895
G2QAK7,MYCTH_2301899
G2QAK8,MYCTH_2301905
G2QAK9,MYCTH_2301909
G2QAL1,MYCTH_2301911
G2QAL2,MYCTH_2301913
G2QAL3,MYCTH_2117287
G2QAL4,MYCTH_2301914
G2QAL6,MYCTH_2301919
G2QAL8,MYCTH_106798
G2QAL9,MYCTH_2090891
G2QAM0,MYCTH_2301926
G2QAM1,MYCTH_2301927
G2QAM2,MYCTH_2301928
G2QAM4,MYCTH_2090897
G2QAM7,MYCTH_2301940
G2QAM9,MYCTH_2314761
G2QAN0,MYCTH_114955
G2QAN1,MYCTH_47092
G2QAN2,MYCTH_2301956
G2QAN4,MYCTH_2301959
G2QAN7,MYCTH_2090929
G2QAN8,MYCTH_2090930
G2QAN9,MYCTH_2301968
G2QAP2,MYCTH_100435
G2QAP4,MYCTH_2301979
G2QAP6,MYCTH_2301985
G2QAP7,MYCTH_2125728
G2QAP8,MYCTH_2300182
G2QAP9,MYCTH_2300183
G2QAQ0,MYCTH_2089701
G2QAQ1,MYCTH_2300185
G2QAQ3,MYCTH_2124857
G2QAQ4,MYCTH_93330
G2QAQ6,MYCTH_2300192
G2QAQ7,MYCTH_2058204
G2QAQ8,MYCTH_2314426
G2QAQ9,MYCTH_2300199
G2QAR0,MYCTH_2300201
G2QAR1,MYCTH_2300213
G2QAR2,MYCTH_2300215
G2QAR3,MYCTH_2300216
G2QAR4,MYCTH_2300219
G2QAR5,MYCTH_2300220
G2QAR6,MYCTH_2300221
G2QAR8,MYCTH_2300227
G2QAR9,MYCTH_2089733
G2QAS0,MYCTH_2300230
G2QAS1,MYCTH_2077114
G2QAS2,MYCTH_101107
G2QAS3,MYCTH_2108494
G2QAS5,MYCTH_101105
G2QAS7,MYCTH_2124880
G2QAS8,MYCTH_2022424
G2QAS9,MYCTH_2300248
G2QAT0,MYCTH_2300252
G2QAT1,MYCTH_2300258
G2QAT2,MYCTH_2059010
G2QAT3,MYCTH_2116588
G2QAT4,MYCTH_2314437
G2QAT5,MYCTH_2300262
G2QAT6,MYCTH_2300265
G2QAT7,MYCTH_79897
G2QAT9,MYCTH_2142789
G2QAU0,MYCTH_2124896
G2QAU1,MYCTH_2300272
G2QAU2,MYCTH_2300274
G2QAU4,MYCTH_2300282
G2QAU5,MYCTH_2124903
G2QAU7,MYCTH_2300287
G2QAV0,MYCTH_2133058
G2QAV1,MYCTH_2300294
G2QAV2,MYCTH_2301992
G2QAV3,MYCTH_2301994
G2QAV4,MYCTH_2109230
G2QAV5,MYCTH_2301997
G2QAV6,MYCTH_2301998
G2QAV7,MYCTH_2302000
G2QAV8,MYCTH_2302001
G2QAV9,MYCTH_2302002
G2QAW0,MYCTH_2302003
G2QAW3,MYCTH_2109239
G2QAW4,MYCTH_2302024
G2QAW5,MYCTH_2302025
G2QAW6,MYCTH_2302026
G2QAW7,MYCTH_2302030
G2QAX0,MYCTH_106768
G2QAX2,MYCTH_2302040
G2QAX3,MYCTH_2302042
G2QAX4,MYCTH_2143210
G2QAX6,MYCTH_47732
G2QAX7,MYCTH_2302048
G2QAX8,MYCTH_2302052
G2QAX9,MYCTH_2302055
G2QAY0,MYCTH_110951
G2QAY2,MYCTH_2302064
G2QAY4,MYCTH_100401
G2QAY5,MYCTH_100400
G2QAY7,MYCTH_2302071
G2QAY9,MYCTH_2302074
G2QAZ0,MYCTH_2058349
G2QAZ1,MYCTH_2302076
G2QAZ2,MYCTH_2091001
G2QAZ3,MYCTH_2302083
G2QAZ6,MYCTH_2302093
G2QAZ8,MYCTH_2302095
G2QB00,MYCTH_2302100
G2QB03,MYCTH_2302106
G2QB06,MYCTH_2300296
G2QB07,MYCTH_2300298
G2QB09,MYCTH_2108524
G2QB10,MYCTH_48238
G2QB12,MYCTH_2300308
G2QB13,MYCTH_2300311
G2QB14,MYCTH_2300312
G2QB15,MYCTH_2300313
G2QB16,MYCTH_2089819
G2QB17,MYCTH_2314451
G2QB18,MYCTH_2300317
G2QB19,MYCTH_107186
G2QB20,MYCTH_2048966
G2QB23,MYCTH_2300329
G2QB24,MYCTH_2300330
G2QB25,MYCTH_93272
G2QB27,MYCTH_2032045
G2QB28,MYCTH_2300334
G2QB29,MYCTH_2300336
G2QB30,MYCTH_2300339
G2QB31,MYCTH_2124936
G2QB32,MYCTH_2124937
G2QB33,MYCTH_66448
G2QB34,MYCTH_66442
G2QB35,MYCTH_2043746
G2QB36,MYCTH_2300343
G2QB37,MYCTH_2300345
G2QB38,MYCTH_2300347
G2QB39,MYCTH_93263
G2QB40,MYCTH_2300348
G2QB41,MYCTH_2026137
G2QB43,MYCTH_2300351
G2QB45,MYCTH_107178
G2QB46,MYCTH_2300359
G2QB47,MYCTH_2089843
G2QB48,MYCTH_2300363
G2QB49,MYCTH_2314458
G2QB50,MYCTH_2023079
G2QB51,MYCTH_2300377
G2QB52,MYCTH_2300382
G2QB53,MYCTH_45263
G2QB54,MYCTH_2300384
G2QB55,MYCTH_2300385
G2QB56,MYCTH_2116644
G2QB57,MYCTH_2300388
G2QB59,MYCTH_65137
G2QB62,MYCTH_2302123
G2QB63,MYCTH_2133532
G2QB64,MYCTH_2058328
G2QB67,MYCTH_2143238
G2QB68,MYCTH_2302132
G2QB70,MYCTH_2302135
G2QB72,MYCTH_2302139
G2QB73,MYCTH_2302140
G2QB75,MYCTH_2058658
G2QB76,MYCTH_2138495
G2QB79,MYCTH_2302150
G2QB80,MYCTH_2138498
G2QB81,MYCTH_2302160
G2QB83,MYCTH_78568
G2QB87,MYCTH_2302186
G2QB89,MYCTH_2302191
G2QB90,MYCTH_2302198
G2QB91,MYCTH_2302201
G2QB92,MYCTH_2058345
G2QB94,MYCTH_2302212
G2QB95,MYCTH_2302213
G2QB96,MYCTH_2125822
G2QB97,MYCTH_2302215
G2QB98,MYCTH_2302217
G2QBA1,MYCTH_2302228
G2QBA2,MYCTH_2138515
G2QBA3,MYCTH_2302231
G2QBA4,MYCTH_92508
G2QBA5,MYCTH_2314827
G2QBA6,MYCTH_2302235
G2QBA7,MYCTH_2302238
G2QBB2,MYCTH_2302247
G2QBB3,MYCTH_2110233
G2QBB4,MYCTH_27231
G2QBB7,MYCTH_2060529
G2QBB8,MYCTH_2304568
G2QBC0,MYCTH_2134157
G2QBC2,MYCTH_2059803
G2QBC3,MYCTH_2304574
G2QBC4,MYCTH_2304576
G2QBC5,MYCTH_2080003
G2QBC6,MYCTH_2304585
G2QBC8,MYCTH_2126876
G2QBC9,MYCTH_2304589
G2QBD0,MYCTH_93913
G2QBD1,MYCTH_2304592
G2QBD2,MYCTH_2304593
G2QBD4,MYCTH_2304596
G2QBD5,MYCTH_2304598
G2QBD7,MYCTH_2304603
G2QBD9,MYCTH_2304608
G2QBE1,MYCTH_2315227
G2QBE2,MYCTH_2304617
G2QBE3,MYCTH_2304619
G2QBE4,MYCTH_2304622
G2QBE5,MYCTH_2304623
G2QBE6,MYCTH_93897
G2QBE7,MYCTH_2126894
G2QBE8,MYCTH_2304624
G2QBE9,MYCTH_2304626
G2QBF0,MYCTH_16353
G2QBF1,MYCTH_101623
G2QBF2,MYCTH_2062435
G2QBF3,MYCTH_2304628
G2QBF4,MYCTH_2304629
G2QBF5,MYCTH_2118373
G2QBF6,MYCTH_2304632
G2QBF7,MYCTH_2060489
G2QBF8,MYCTH_2060623
G2QBF9,MYCTH_67473
G2QBG0,MYCTH_2126919
G2QBG2,MYCTH_2304647
G2QBG3,MYCTH_2080045
G2QBG5,MYCTH_2304659
G2QBG7,MYCTH_2061764
G2QBG8,MYCTH_2304670
G2QBG9,MYCTH_2304672
G2QBH0,MYCTH_2304673
G2QBH1,MYCTH_2304677
G2QBH2,MYCTH_2304681
G2QBH3,MYCTH_2304686
G2QBH4,MYCTH_2092688
G2QBH5,MYCTH_2080075
G2QBH6,MYCTH_107520
G2QBH7,MYCTH_2304698
G2QBH8,MYCTH_2304699
G2QBH9,MYCTH_2304703
G2QBI2,MYCTH_2126943
G2QBI3,MYCTH_2304715
G2QBI4,MYCTH_2304722
G2QBI5,MYCTH_2304725
G2QBI6,MYCTH_2304728
G2QBI7,MYCTH_2126948
G2QBI8,MYCTH_2304734
