Entry,Gene Names
G2PZV5,MYCTH_2295966
G2PZV7,MYCTH_2295970
G2PZV9,MYCTH_2295976
G2PZW0,MYCTH_2055144
G2PZW1,MYCTH_2295979
G2PZW2,MYCTH_2295983
G2PZW4,MYCTH_2295985
G2PZW7,MYCTH_20364
G2PZW8,MYCTH_2295997
G2PZW9,MYCTH_2295999
G2PZX0,MYCTH_2136876
G2PZX1,MYCTH_2296001
G2PZX6,MYCTH_2296015
G2PZX7,MYCTH_2122870
G2PZX8,MYCTH_2296019
G2PZX9,MYCTH_2296022
G2PZY0,MYCTH_2106779
G2PZY1,MYCTH_2313617
G2PZY2,MYCTH_2296038
G2PZY3,MYCTH_2075738
G2PZY4,MYCTH_2296040
G2PZY5,MYCTH_2296041
G2PZY7,MYCTH_2296044
G2PZY9,MYCTH_2142209
G2PZZ0,MYCTH_105318
G2PZZ1,MYCTH_39983
G2PZZ4,MYCTH_2107516
G2PZZ5,MYCTH_2085772
G2PZZ8,MYCTH_2297871
G2PZZ9,MYCTH_39013
G2Q000,MYCTH_2297873
G2Q001,MYCTH_2132417
G2Q002,MYCTH_2313981
G2Q003,MYCTH_2297882
G2Q005,MYCTH_98253
G2Q006,MYCTH_2297886
G2Q007,MYCTH_2297887
G2Q008,MYCTH_2142220
G2Q009,MYCTH_2297891
G2Q011,MYCTH_2297896
G2Q012,MYCTH_2073197
G2Q013,MYCTH_2297904
G2Q015,MYCTH_2313989
G2Q016,MYCTH_2297920
G2Q017,MYCTH_2297925
G2Q019,MYCTH_2297930
G2Q020,MYCTH_2297932
G2Q024,MYCTH_2297943
G2Q025,MYCTH_2297948
G2Q026,MYCTH_2297950
G2Q029,MYCTH_2297954
G2Q030,MYCTH_2297957
G2Q031,MYCTH_90344
G2Q034,MYCTH_2297971
G2Q035,MYCTH_2297975
G2Q036,MYCTH_2297977
G2Q037,MYCTH_2297981
G2Q039,MYCTH_2297985
G2Q041,MYCTH_86350
G2Q042,MYCTH_90354
G2Q044,MYCTH_2299837
G2Q045,MYCTH_2299838
G2Q046,MYCTH_2299840
G2Q047,MYCTH_2299841
G2Q048,MYCTH_2052590
G2Q049,MYCTH_2299842
G2Q050,MYCTH_2299843
G2Q051,MYCTH_2299844
G2Q052,MYCTH_2299846
G2Q053,MYCTH_2299849
G2Q054,MYCTH_2299851
G2Q055,MYCTH_2299852
G2Q056,MYCTH_2299854
G2Q057,MYCTH_2299856
G2Q058,MYCTH_2116433
G2Q059,MYCTH_2029285
G2Q060,MYCTH_38796
G2Q061,MYCTH_2124691
G2Q062,MYCTH_2116436
G2Q063,MYCTH_2142698
G2Q064,MYCTH_2124694
G2Q065,MYCTH_2299868
G2Q067,MYCTH_89278
G2Q068,MYCTH_2314369
G2Q069,MYCTH_2124700
G2Q070,MYCTH_59085
G2Q071,MYCTH_2314370
G2Q072,MYCTH_2299876
G2Q073,MYCTH_2299879
G2Q074,MYCTH_2299883
G2Q075,MYCTH_37570
G2Q076,MYCTH_2299886
G2Q077,MYCTH_2299887
G2Q078,MYCTH_2299888
G2Q079,MYCTH_2299891
G2Q080,MYCTH_2314374
G2Q081,MYCTH_97310
G2Q082,MYCTH_2124711
G2Q084,MYCTH_2299900
G2Q085,MYCTH_2087157
G2Q086,MYCTH_2299903
G2Q087,MYCTH_2299904
G2Q088,MYCTH_2299907
G2Q089,MYCTH_2299910
G2Q090,MYCTH_2299911
G2Q091,MYCTH_2299913
G2Q092,MYCTH_2299915
G2Q093,MYCTH_2116457
G2Q094,MYCTH_2116458
G2Q095,MYCTH_73182
G2Q096,MYCTH_2299921
G2Q097,MYCTH_2313270
G2Q099,MYCTH_2053555
G2Q0A1,MYCTH_2294138
G2Q0A2,MYCTH_2294143
G2Q0A3,MYCTH_2294145
G2Q0A4,MYCTH_2050335
G2Q0A5,MYCTH_2294147
G2Q0A6,MYCTH_2294148
G2Q0A7,MYCTH_75536
G2Q0A8,MYCTH_2141297
G2Q0B0,MYCTH_2294164
G2Q0B1,MYCTH_2294165
G2Q0B2,MYCTH_43356
G2Q0B4,MYCTH_2122013
G2Q0B5,MYCTH_2294173
G2Q0B6,MYCTH_2294181
G2Q0B9,MYCTH_2294191
G2Q0C0,MYCTH_2294192
G2Q0C2,MYCTH_2051994
G2Q0C4,MYCTH_2294200
G2Q0C5,MYCTH_2294202
G2Q0C6,MYCTH_86520
G2Q0C7,MYCTH_2294206
G2Q0C8,MYCTH_2049865
G2Q0D0,MYCTH_61755
G2Q0D4,MYCTH_2131445
G2Q0D5,MYCTH_2294218
G2Q0D7,MYCTH_2122038
G2Q0D9,MYCTH_2294224
G2Q0E0,MYCTH_2294226
G2Q0E1,MYCTH_2294230
G2Q0E2,MYCTH_2294231
G2Q0E3,MYCTH_2294232
G2Q0E4,MYCTH_2294233
G2Q0E5,MYCTH_2294236
G2Q0E7,MYCTH_2294240
G2Q0E8,MYCTH_2294243
G2Q0E9,MYCTH_2050447
G2Q0F0,MYCTH_2294247
G2Q0F1,MYCTH_2055557
G2Q0F3,MYCTH_2296051
G2Q0F5,MYCTH_2296057
G2Q0F6,MYCTH_2031594
G2Q0F7,MYCTH_2296063
G2Q0F8,MYCTH_2296064
G2Q0F9,MYCTH_2296066
G2Q0G2,MYCTH_2313627
G2Q0G4,MYCTH_2296077
G2Q0G5,MYCTH_2296080
G2Q0G6,MYCTH_2296081
G2Q0G7,MYCTH_2296084
G2Q0H1,MYCTH_2296092
G2Q0H2,MYCTH_2296096
G2Q0H3,MYCTH_2313632
G2Q0H5,MYCTH_2296104
G2Q0H6,MYCTH_2296107
G2Q0H9,MYCTH_2296115
G2Q0I1,MYCTH_2296117
G2Q0I2,MYCTH_2296118
G2Q0I3,MYCTH_2296119
G2Q0I4,MYCTH_2296120
G2Q0I5,MYCTH_2106818
G2Q0I6,MYCTH_2075799
G2Q0I9,MYCTH_2296128
G2Q0J0,MYCTH_2296130
G2Q0J1,MYCTH_2296131
G2Q0J2,MYCTH_2296133
G2Q0J3,MYCTH_2296135
G2Q0J4,MYCTH_2296139
G2Q0J5,MYCTH_2313641
G2Q0J6,MYCTH_2296142
G2Q0J7,MYCTH_2296144
G2Q0J8,MYCTH_2296145
G2Q0J9,MYCTH_2296147
G2Q0K0,MYCTH_2296150
G2Q0K3,MYCTH_2296155
G2Q0K6,MYCTH_2314005
G2Q0K7,MYCTH_2035984
G2Q0K8,MYCTH_40668
G2Q0K9,MYCTH_2298010
G2Q0L0,MYCTH_2298011
G2Q0L1,MYCTH_86355
G2Q0L2,MYCTH_2298018
G2Q0L3,MYCTH_2073265
G2Q0L5,MYCTH_2298028
G2Q0L6,MYCTH_2314011
G2Q0L7,MYCTH_2298031
G2Q0L8,MYCTH_98303
G2Q0L9,MYCTH_2298035
G2Q0M1,MYCTH_2132459
G2Q0M2,MYCTH_2298040
G2Q0M3,MYCTH_2142250
G2Q0M4,MYCTH_2298042
G2Q0M5,MYCTH_2298045
G2Q0M6,MYCTH_2085895
G2Q0M7,MYCTH_2298049
G2Q0M9,MYCTH_2298055
G2Q0N0,MYCTH_2298057
G2Q0N2,MYCTH_98316
G2Q0N7,MYCTH_2115670
G2Q0N8,MYCTH_2298080
G2Q0N9,MYCTH_2298082
G2Q0P0,MYCTH_2048131
G2Q0P1,MYCTH_2298084
G2Q0P3,MYCTH_40928
G2Q0P4,MYCTH_2298090
G2Q0P5,MYCTH_12171
G2Q0P6,MYCTH_2298093
G2Q0P8,MYCTH_98330
G2Q0Q0,MYCTH_2298102
G2Q0Q1,MYCTH_2298104
G2Q0Q3,MYCTH_2298111
G2Q0Q5,MYCTH_2298116
G2Q0Q6,MYCTH_2314027
G2Q0Q8,MYCTH_2107611
G2Q0Q9,MYCTH_2299922
G2Q0R0,MYCTH_2299923
G2Q0R1,MYCTH_89251
G2Q0R2,MYCTH_38236
G2Q0R5,MYCTH_2294250
G2Q0R6,MYCTH_2294252
G2Q0S0,MYCTH_2294264
G2Q0S4,MYCTH_2294274
G2Q0S6,MYCTH_2122065
G2Q0S8,MYCTH_2294281
G2Q0T0,MYCTH_2073132
G2Q0T1,MYCTH_2294289
G2Q0T2,MYCTH_90789
G2Q0T3,MYCTH_2294293
G2Q0T4,MYCTH_2122073
G2Q0T5,MYCTH_2294298
G2Q0T6,MYCTH_2294300
G2Q0T7,MYCTH_2122076
G2Q0T8,MYCTH_2294303
G2Q0U0,MYCTH_2074571
G2Q0U1,MYCTH_2106095
G2Q0U2,MYCTH_2294307
G2Q0U3,MYCTH_2294309
G2Q0U4,MYCTH_2294310
G2Q0U5,MYCTH_2313303
G2Q0U6,MYCTH_2294314
G2Q0U7,MYCTH_2313305
G2Q0V0,MYCTH_2294326
G2Q0V2,MYCTH_2294333
G2Q0V3,MYCTH_2294336
G2Q0V4,MYCTH_2114188
G2Q0V5,MYCTH_2294340
G2Q0V6,MYCTH_2294343
G2Q0V7,MYCTH_2294344
G2Q0W0,MYCTH_2294348
G2Q0W1,MYCTH_2294350
G2Q0W2,MYCTH_2106114
G2Q0W4,MYCTH_2122102
G2Q0W5,MYCTH_2294358
G2Q0W6,MYCTH_2122104
G2Q0W8,MYCTH_2296160
G2Q0X1,MYCTH_2296167
G2Q0X5,MYCTH_2296175
G2Q0X7,MYCTH_2313647
G2Q0X8,MYCTH_2296180
G2Q0X9,MYCTH_2296183
G2Q0Y1,MYCTH_2296191
G2Q0Y3,MYCTH_2296196
G2Q0Y5,MYCTH_2114944
G2Q0Y9,MYCTH_2296214
G2Q0Z0,MYCTH_2296219
G2Q0Z1,MYCTH_2296221
G2Q0Z2,MYCTH_2296224
G2Q0Z4,MYCTH_2296229
G2Q0Z6,MYCTH_2296234
G2Q0Z7,MYCTH_2296236
G2Q0Z8,MYCTH_2296237
G2Q0Z9,MYCTH_2122970
G2Q100,MYCTH_2050996
G2Q101,MYCTH_2031956
G2Q102,MYCTH_2088473
G2Q103,MYCTH_2296246
G2Q105,MYCTH_2296252
G2Q106,MYCTH_114237
G2Q107,MYCTH_2296256
G2Q108,MYCTH_2296260
G2Q110,MYCTH_2296263
G2Q111,MYCTH_2296265
G2Q112,MYCTH_2296269
G2Q113,MYCTH_2296271
G2Q114,MYCTH_110470
G2Q116,MYCTH_2296277
G2Q117,MYCTH_2296279
G2Q118,MYCTH_2313667
G2Q119,MYCTH_2049466
G2Q120,MYCTH_2296287
G2Q123,MYCTH_109978
G2Q124,MYCTH_2314032
G2Q125,MYCTH_2298129
G2Q129,MYCTH_2298136
G2Q130,MYCTH_2298141
G2Q131,MYCTH_2298143
G2Q132,MYCTH_2054541
G2Q133,MYCTH_2298145
G2Q134,MYCTH_2298148
G2Q135,MYCTH_2298150
G2Q136,MYCTH_2298152
G2Q137,MYCTH_2053528
G2Q138,MYCTH_2298153
G2Q139,MYCTH_2051156
G2Q140,MYCTH_2298160
G2Q141,MYCTH_2298163
G2Q143,MYCTH_2298170
G2Q145,MYCTH_2298183
G2Q146,MYCTH_2107631
G2Q148,MYCTH_2298194
G2Q150,MYCTH_2298196
G2Q153,MYCTH_2050741
G2Q154,MYCTH_2298203
G2Q155,MYCTH_2298205
G2Q156,MYCTH_98369
G2Q157,MYCTH_2298215
G2Q158,MYCTH_2298216
G2Q159,MYCTH_2298217
G2Q160,MYCTH_75070
G2Q161,MYCTH_2298219
G2Q162,MYCTH_61192
G2Q163,MYCTH_2115734
G2Q170,MYCTH_2115740
G2Q171,MYCTH_2107654
G2Q172,MYCTH_2298236
G2Q174,MYCTH_2298243
G2Q176,MYCTH_2122106
G2Q177,MYCTH_2294362
G2Q178,MYCTH_2294366
G2Q180,MYCTH_2294369
G2Q182,MYCTH_2294375
G2Q183,MYCTH_75696
G2Q184,MYCTH_2294384
G2Q185,MYCTH_2294385
G2Q186,MYCTH_2294386
G2Q187,MYCTH_98729
G2Q188,MYCTH_2294390
G2Q189,MYCTH_2294392
G2Q192,MYCTH_2294400
G2Q194,MYCTH_2087238
G2Q195,MYCTH_2294405
G2Q196,MYCTH_2294406
G2Q197,MYCTH_2294408
G2Q198,MYCTH_2294412
G2Q1A0,MYCTH_2294415
G2Q1A1,MYCTH_2294417
G2Q1A3,MYCTH_2294421
G2Q1A4,MYCTH_2294422
G2Q1A8,MYCTH_2294430
G2Q1B0,MYCTH_2294435
G2Q1B1,MYCTH_2074663
G2Q1B4,MYCTH_2041072
G2Q1B5,MYCTH_2294446
G2Q1B6,MYCTH_42476
G2Q1B7,MYCTH_2294448
G2Q1B8,MYCTH_75762
G2Q1B9,MYCTH_2294455
G2Q1C0,MYCTH_2054555
G2Q1C1,MYCTH_2294459
G2Q1C2,MYCTH_16224
G2Q1C4,MYCTH_2054177
G2Q1C5,MYCTH_2054788
G2Q1C6,MYCTH_2050200
G2Q1C7,MYCTH_2313324
G2Q1C8,MYCTH_2294471
G2Q1C9,MYCTH_2294472
G2Q1D0,MYCTH_2296293
G2Q1D1,MYCTH_110475
G2Q1D2,MYCTH_2296296
G2Q1D3,MYCTH_2296297
G2Q1D5,MYCTH_2296300
G2Q1D6,MYCTH_2136960
G2Q1D8,MYCTH_2296309
G2Q1D9,MYCTH_36377
G2Q1E0,MYCTH_42359
G2Q1E2,MYCTH_2296320
G2Q1E3,MYCTH_2296323
G2Q1E6,MYCTH_99456
G2Q1E7,MYCTH_2296336
G2Q1E8,MYCTH_2051026
G2Q1F3,MYCTH_2296360
G2Q1F4,MYCTH_2296361
G2Q1F5,MYCTH_2296362
G2Q1F6,MYCTH_91615
G2Q1F7,MYCTH_2296363
G2Q1F8,MYCTH_43571
G2Q1F9,MYCTH_2296368
G2Q1G2,MYCTH_2296372
G2Q1G5,MYCTH_2296379
G2Q1G6,MYCTH_2296381
G2Q1G7,MYCTH_2296382
G2Q1G8,MYCTH_2296384
G2Q1H0,MYCTH_2296392
G2Q1H1,MYCTH_2296393
G2Q1H2,MYCTH_2296395
G2Q1H4,MYCTH_2296403
G2Q1H5,MYCTH_2296408
G2Q1H6,MYCTH_2296409
G2Q1H7,MYCTH_2296410
G2Q1H9,MYCTH_2123045
G2Q1I0,MYCTH_2028011
G2Q1I2,MYCTH_2296428
G2Q1I3,MYCTH_2296430
G2Q1I7,MYCTH_2298252
G2Q1I8,MYCTH_75107
G2Q1J0,MYCTH_2298257
G2Q1J2,MYCTH_2123911
G2Q1J3,MYCTH_2298262
G2Q1J4,MYCTH_2298263
G2Q1J5,MYCTH_2298271
G2Q1J6,MYCTH_2298274
G2Q1J8,MYCTH_2298281
G2Q1J9,MYCTH_2050348
G2Q1K1,MYCTH_2298288
G2Q1K3,MYCTH_89935
G2Q1K4,MYCTH_2298303
G2Q1K5,MYCTH_97932
G2Q1K6,MYCTH_39658
G2Q1K7,MYCTH_2123928
G2Q1K8,MYCTH_2298307
G2Q1L0,MYCTH_2298317
G2Q1L1,MYCTH_2314075
G2Q1L2,MYCTH_2298329
G2Q1L3,MYCTH_2298331
G2Q1L4,MYCTH_2314077
G2Q1L5,MYCTH_2298333
G2Q1L6,MYCTH_89922
G2Q1L7,MYCTH_60267
G2Q1L8,MYCTH_2298337
G2Q1L9,MYCTH_2298341
G2Q1M1,MYCTH_2298343
G2Q1M2,MYCTH_2298347
G2Q1M4,MYCTH_2073485
G2Q1M6,MYCTH_2298354
G2Q1M7,MYCTH_2298355
G2Q1M9,MYCTH_60238
G2Q1N0,MYCTH_2298360
G2Q1N1,MYCTH_2298363
G2Q1N2,MYCTH_2298367
G2Q1N3,MYCTH_2298369
G2Q1N5,MYCTH_2123955
G2Q1N6,MYCTH_2298375
G2Q1N7,MYCTH_2298376
G2Q1N8,MYCTH_2294476
G2Q1P0,MYCTH_2294482
G2Q1P2,MYCTH_2294485
G2Q1P4,MYCTH_2122175
G2Q1P5,MYCTH_2294490
G2Q1P6,MYCTH_2294493
G2Q1P7,MYCTH_2294496
G2Q1P8,MYCTH_2019108
G2Q1P9,MYCTH_2294498
G2Q1Q0,MYCTH_2294499
G2Q1Q2,MYCTH_2294503
G2Q1Q3,MYCTH_2294504
G2Q1Q4,MYCTH_14609
G2Q1Q7,MYCTH_105669
G2Q1Q8,MYCTH_2294518
G2Q1Q9,MYCTH_2294520
G2Q1R1,MYCTH_2294523
G2Q1R3,MYCTH_2122196
G2Q1R4,MYCTH_2313333
G2Q1R5,MYCTH_2122199
G2Q1R6,MYCTH_75824
G2Q1R8,MYCTH_2294540
G2Q1R9,MYCTH_2294541
G2Q1S0,MYCTH_2122204
G2Q1S2,MYCTH_90896
G2Q1S3,MYCTH_42394
G2Q1S4,MYCTH_2294547
G2Q1S5,MYCTH_2294549
G2Q1S6,MYCTH_2294550
G2Q1S7,MYCTH_2294554
G2Q1S8,MYCTH_2294555
G2Q1T0,MYCTH_2294559
G2Q1T1,MYCTH_2313342
G2Q1T2,MYCTH_62052
G2Q1T4,MYCTH_2087375
G2Q1T5,MYCTH_2294582
G2Q1T6,MYCTH_2294585
G2Q1T7,MYCTH_2294587
G2Q1T8,MYCTH_2294589
G2Q1T9,MYCTH_2294596
G2Q1U0,MYCTH_2294601
G2Q1U1,MYCTH_2313350
G2Q1U2,MYCTH_2296432
G2Q1U3,MYCTH_2296433
G2Q1U4,MYCTH_2296436
G2Q1U5,MYCTH_2296438
G2Q1U6,MYCTH_2049780
G2Q1U7,MYCTH_77059
G2Q1U8,MYCTH_2296446
G2Q1V4,MYCTH_2296462
G2Q1V6,MYCTH_2296469
G2Q1V7,MYCTH_2296472
G2Q1V8,MYCTH_2296474
G2Q1V9,MYCTH_2296478
G2Q1W1,MYCTH_43688
G2Q1W2,MYCTH_2296486
G2Q1W4,MYCTH_2296492
G2Q1W6,MYCTH_110510
G2Q1W7,MYCTH_2296499
G2Q1W9,MYCTH_2296504
G2Q1X0,MYCTH_2296508
G2Q1X1,MYCTH_42822
G2Q1X4,MYCTH_2054138
G2Q1X5,MYCTH_2049620
G2Q1X7,MYCTH_43249
G2Q1X8,MYCTH_44903
G2Q1X9,MYCTH_41930
G2Q1Y0,MYCTH_63472
G2Q1Y2,MYCTH_2296529
G2Q1Y3,MYCTH_2296531
G2Q1Y4,MYCTH_2106971
G2Q1Y6,MYCTH_99530
G2Q1Y7,MYCTH_2296547
G2Q1Z0,MYCTH_2115071
G2Q1Z1,MYCTH_2296565
G2Q1Z2,MYCTH_44322
G2Q1Z4,MYCTH_110532
G2Q1Z5,MYCTH_2296570
G2Q1Z6,MYCTH_2298378
G2Q1Z7,MYCTH_2298380
G2Q1Z8,MYCTH_2314087
G2Q1Z9,MYCTH_2298384
G2Q201,MYCTH_74236
G2Q202,MYCTH_2298390
G2Q203,MYCTH_109756
G2Q204,MYCTH_97899
G2Q205,MYCTH_2123970
G2Q206,MYCTH_2314092
G2Q207,MYCTH_86146
G2Q208,MYCTH_2298407
G2Q209,MYCTH_2298411
G2Q210,MYCTH_2298414
G2Q211,MYCTH_2298417
G2Q212,MYCTH_2132560
G2Q213,MYCTH_2298421
G2Q214,MYCTH_105072
G2Q215,MYCTH_2298428
G2Q216,MYCTH_2298430
G2Q217,MYCTH_2298433
G2Q219,MYCTH_2298437
G2Q220,MYCTH_2298440
G2Q221,MYCTH_2115815
G2Q222,MYCTH_86143
G2Q223,MYCTH_2115818
G2Q224,MYCTH_2298443
G2Q225,MYCTH_2298447
G2Q227,MYCTH_89872
G2Q230,MYCTH_2086155
G2Q231,MYCTH_2298455
G2Q232,MYCTH_60177
G2Q234,MYCTH_2298464
G2Q235,MYCTH_2298471
G2Q236,MYCTH_2298473
G2Q237,MYCTH_2298476
G2Q238,MYCTH_2298478
G2Q240,MYCTH_105063
G2Q241,MYCTH_2298482
G2Q242,MYCTH_2132573
G2Q244,MYCTH_2298488
G2Q245,MYCTH_2298494
G2Q246,MYCTH_2298497
G2Q247,MYCTH_2107761
G2Q248,MYCTH_2298499
G2Q251,MYCTH_2294614
G2Q252,MYCTH_8962
G2Q253,MYCTH_2294618
G2Q256,MYCTH_2294624
G2Q258,MYCTH_2294631
G2Q259,MYCTH_2294635
G2Q260,MYCTH_2313356
G2Q261,MYCTH_2294640
G2Q262,MYCTH_2294643
G2Q263,MYCTH_2294646
G2Q265,MYCTH_2294650
G2Q266,MYCTH_2294653
G2Q268,MYCTH_2294657
G2Q269,MYCTH_2294661
G2Q271,MYCTH_2294664
G2Q272,MYCTH_2313362
G2Q273,MYCTH_2122256
G2Q274,MYCTH_2294675
G2Q276,MYCTH_2294684
G2Q277,MYCTH_2294689
G2Q278,MYCTH_98838
G2Q279,MYCTH_2131574
G2Q280,MYCTH_2037019
G2Q281,MYCTH_2106248
G2Q282,MYCTH_2294698
G2Q283,MYCTH_2294700
G2Q285,MYCTH_2294705
G2Q286,MYCTH_2037035
G2Q287,MYCTH_2294706
G2Q288,MYCTH_2294707
G2Q289,MYCTH_2053230
G2Q290,MYCTH_2313370
G2Q291,MYCTH_2294711
G2Q292,MYCTH_2294713
G2Q294,MYCTH_2106260
G2Q296,MYCTH_2294721
G2Q298,MYCTH_2074876
G2Q299,MYCTH_2294730
G2Q2A1,MYCTH_2294734
G2Q2A3,MYCTH_2313731
G2Q2A4,MYCTH_2296573
G2Q2A6,MYCTH_2296578
G2Q2B0,MYCTH_2296588
G2Q2B1,MYCTH_2296591
G2Q2B4,MYCTH_2123119
G2Q2B6,MYCTH_2296601
G2Q2B7,MYCTH_2296602
G2Q2B8,MYCTH_45081
G2Q2B9,MYCTH_99556
G2Q2C0,MYCTH_63536
G2Q2C1,MYCTH_2115094
G2Q2C3,MYCTH_43419
G2Q2C5,MYCTH_2313737
G2Q2C6,MYCTH_2296617
G2Q2C7,MYCTH_2296618
G2Q2D1,MYCTH_2296628
G2Q2D2,MYCTH_77195
G2Q2D4,MYCTH_2296643
G2Q2D5,MYCTH_2296645
G2Q2D6,MYCTH_2132093
G2Q2D8,MYCTH_2313746
G2Q2D9,MYCTH_2020422
G2Q2E2,MYCTH_2296656
G2Q2E3,MYCTH_2296662
G2Q2E4,MYCTH_2296663
G2Q2E6,MYCTH_2088766
G2Q2E8,MYCTH_2296676
G2Q2F0,MYCTH_2296679
G2Q2F1,MYCTH_2313751
G2Q2F2,MYCTH_2296681
G2Q2F3,MYCTH_2296685
G2Q2F4,MYCTH_2052748
G2Q2F6,MYCTH_2296691
G2Q2F7,MYCTH_2298502
G2Q2F8,MYCTH_97859
G2Q2F9,MYCTH_2298505
G2Q2G0,MYCTH_2298511
G2Q2G1,MYCTH_2115844
G2Q2G2,MYCTH_2054232
G2Q2G3,MYCTH_2298514
G2Q2G5,MYCTH_2298519
G2Q2G7,MYCTH_2298524
G2Q2G8,MYCTH_2298528
G2Q2H0,MYCTH_2298531
G2Q2H1,MYCTH_2298535
G2Q2H4,MYCTH_2298544
G2Q2H5,MYCTH_2055951
G2Q2H7,MYCTH_2298552
G2Q2H9,MYCTH_2298555
G2Q2I3,MYCTH_2115868
G2Q2I5,MYCTH_2298566
G2Q2I6,MYCTH_2029593
G2Q2I7,MYCTH_2298570
G2Q2I8,MYCTH_74126
G2Q2I9,MYCTH_2124049
G2Q2J0,MYCTH_2298578
G2Q2J1,MYCTH_2298579
G2Q2J2,MYCTH_113138
G2Q2J3,MYCTH_2314123
G2Q2J5,MYCTH_2314125
G2Q2J6,MYCTH_2314126
G2Q2J7,MYCTH_2298590
G2Q2J9,MYCTH_2298597
G2Q2K0,MYCTH_2298599
G2Q2K1,MYCTH_2086248
G2Q2K2,MYCTH_2298606
G2Q2K3,MYCTH_37110
G2Q2K4,MYCTH_2298612
G2Q2K5,MYCTH_2298614
G2Q2K6,MYCTH_2073656
G2Q2K8,MYCTH_2314130
G2Q2K9,MYCTH_2298626
G2Q2L2,MYCTH_2055617
G2Q2L3,MYCTH_2136549
G2Q2L4,MYCTH_2294749
G2Q2L5,MYCTH_2294752
G2Q2L7,MYCTH_2294757
G2Q2M1,MYCTH_2313379
G2Q2M2,MYCTH_2294768
G2Q2M4,MYCTH_44797
G2Q2M6,MYCTH_2049886
G2Q2M7,MYCTH_75987
G2Q2M8,MYCTH_41898
G2Q2M9,MYCTH_2294775
G2Q2N0,MYCTH_2294783
G2Q2N2,MYCTH_2294789
G2Q2N3,MYCTH_2294791
G2Q2N4,MYCTH_2114377
G2Q2N5,MYCTH_2294793
G2Q2N7,MYCTH_2294799
G2Q2N8,MYCTH_2294800
G2Q2N9,MYCTH_2294802
G2Q2P0,MYCTH_2294805
G2Q2P2,MYCTH_2294810
G2Q2P4,MYCTH_2294813
G2Q2P5,MYCTH_2294814
G2Q2P6,MYCTH_2294815
G2Q2P9,MYCTH_2055659
G2Q2Q0,MYCTH_2294820
G2Q2Q2,MYCTH_2294824
G2Q2Q3,MYCTH_2294825
G2Q2Q4,MYCTH_2114395
G2Q2Q5,MYCTH_2141471
G2Q2Q7,MYCTH_2294835
G2Q2Q9,MYCTH_2294844
G2Q2R0,MYCTH_2294846
G2Q2R1,MYCTH_2294851
G2Q2R2,MYCTH_2294852
G2Q2R3,MYCTH_98907
G2Q2R4,MYCTH_2294854
G2Q2R5,MYCTH_2296694
G2Q2R7,MYCTH_2296698
G2Q2R8,MYCTH_2296700
G2Q2R9,MYCTH_2313755
G2Q2S0,MYCTH_2296708
G2Q2S1,MYCTH_2313757
G2Q2S2,MYCTH_2296711
G2Q2S4,MYCTH_2313759
G2Q2S5,MYCTH_2296721
G2Q2S6,MYCTH_2296723
G2Q2S8,MYCTH_2296728
G2Q2S9,MYCTH_2296730
G2Q2T1,MYCTH_2296735
G2Q2T3,MYCTH_2123181
G2Q2T5,MYCTH_77277
G2Q2T8,MYCTH_2137079
G2Q2U2,MYCTH_2030723
G2Q2U3,MYCTH_2296763
G2Q2U4,MYCTH_2296764
G2Q2U6,MYCTH_2296769
G2Q2U7,MYCTH_2296770
G2Q2U8,MYCTH_122939
G2Q2V0,MYCTH_2296776
G2Q2V1,MYCTH_2296778
G2Q2V2,MYCTH_2296781
G2Q2V4,MYCTH_2296783
G2Q2V5,MYCTH_2296784
G2Q2V6,MYCTH_2296788
G2Q2V7,MYCTH_2296792
G2Q2V8,MYCTH_2107070
G2Q2V9,MYCTH_2313775
G2Q2W1,MYCTH_2296800
G2Q2W3,MYCTH_2088876
G2Q2W4,MYCTH_2296804
G2Q2W5,MYCTH_2296805
G2Q2W6,MYCTH_2123212
G2Q2W7,MYCTH_2107078
G2Q2W8,MYCTH_2296807
G2Q2X0,MYCTH_2298637
G2Q2X1,MYCTH_2107812
G2Q2X3,MYCTH_2298641
G2Q2X4,MYCTH_2298645
G2Q2X5,MYCTH_2314136
G2Q2X7,MYCTH_2298655
G2Q2Y0,MYCTH_2124085
G2Q2Y3,MYCTH_74056
G2Q2Y4,MYCTH_2298666
G2Q2Y5,MYCTH_2298669
G2Q2Y7,MYCTH_2055700
G2Q2Y9,MYCTH_2124094
G2Q2Z0,MYCTH_2107828
G2Q2Z2,MYCTH_2054998
G2Q2Z3,MYCTH_2298693
G2Q2Z4,MYCTH_105006
G2Q2Z7,MYCTH_2298705
G2Q2Z8,MYCTH_59997
G2Q2Z9,MYCTH_74026
G2Q300,MYCTH_2298709
G2Q301,MYCTH_2298711
G2Q302,MYCTH_2298714
G2Q303,MYCTH_2051209
G2Q304,MYCTH_2298716
G2Q305,MYCTH_2314145
G2Q306,MYCTH_2298717
G2Q307,MYCTH_2298723
G2Q308,MYCTH_74015
G2Q310,MYCTH_2052653
G2Q311,MYCTH_2298729
G2Q312,MYCTH_2298731
G2Q315,MYCTH_2298734
G2Q316,MYCTH_2314150
G2Q317,MYCTH_2298741
G2Q318,MYCTH_2298743
G2Q319,MYCTH_2298745
G2Q320,MYCTH_2298749
G2Q321,MYCTH_2294858
G2Q322,MYCTH_2294860
G2Q323,MYCTH_2055845
G2Q325,MYCTH_2294864
G2Q326,MYCTH_2294867
G2Q328,MYCTH_2294870
