,kcat,MW,kcat_MW
R1200_num1,20.221433767857143,89428.3412000004,814.0278639573534
R1201,0.43915,45602.197500000075,34.6680661606274
R1203,21.033333333333335,49767.327200000094,1521.4801408905048
R1204_num1,0.2139,83053.37710000046,9.271627799948856
R1205,1.1696190476190476,45618.48420000008,92.30093119640665
R1206,98.8125,83053.37710000046,4283.0889293242
R1207,2.979214285714286,83053.37710000046,129.1358858973041
R1208,1.5567142857142857,40650.14620000003,137.86349994902167
R1209,0.7301866666666667,76847.80030000042,34.20621006376399
R1210,15.210793333333333,64362.79660000017,850.7842867722727
R1213_num1,6123.455026703805,64362.79660000017,342502.80069610337
R1216_num1,6123.455026703805,61255.43890000013,359877.23689518205
R1217_num1,6123.455026703805,63387.38500000017,347773.26902085706
R1221,6123.455026703805,165917.94050000006,132863.49884588696
R1222,27.4417,92744.78880000072,1065.1824353499335
R1225,12.048782142857142,41459.614700000006,1046.2136715005627
R1228,254.4625,332543.87040000065,2754.7192462098624
R1229,0.25,37429.475800000044,24.04522053178204
R1230,286.086,32280.24270000002,31905.26197623661
R1231,333.147,83675.7186000001,14333.061252012942
R1232,0.797192652173913,94111.78640000008,30.494517824029785
R1233,1.6272384615384616,45437.41460000007,128.92587558312468
R1236,6123.455026703805,54319.858200000075,405826.50298843504
R1237_num1,12.673703706666666,74059.37220000027,616.0642736855367
R1240,0.51,49369.36900000006,37.18905137312972
R1241,1.682308875015,77566.19010000033,78.07927580619916
R1242,0.8096153792307692,22510.919599999997,129.47562414246147
R1243_num1,1.438,73178.61470000037,70.74197866716345
R1244_num1,1.438,73178.61470000037,70.74197866716345
R1245,6123.455026703805,96378.01510000057,228728.90745115135
R1246,150.5,96378.01510000057,5621.614010600191
R1247,166.522645,80926.88500000031,7407.693030567007
R1251_num1,14.592,52536.62650000003,999.8967101551519
R1255_num1,201.17428813559323,73876.4409000003,9803.22587911964
R1256_num1,201.17428813559323,73876.4409000003,9803.22587911964
R1257_num1,100.0,47459.751400000176,7585.374751878677
R1258_num1,526.243422754717,34693.54950000003,54606.01031661461
R1259_num1,5.1400375,44159.135900000016,419.0329956162026
R1260_num1,5.1400375,44159.135900000016,419.0329956162026
R1262_num1,6123.455026703805,32493.36040000005,678429.0028720349
R1263,1.3830666666666667,62422.57280000012,79.76345377420891
R1265,174.4104,111016.54530000077,5655.710491650434
R1266,174.4104,111016.54530000077,5655.710491650434
R1267_num1,6123.455026703805,91246.87320000058,241591.1616808537
R1269,203.34,83189.46250000047,8799.479862007713
R1270,499.525,147221.48070000042,12214.86152326136
R1272,49.5,66961.20870000022,2661.242284295854
R1274,123.31,217379.0572000004,2042.1286471565359
R1275,8.6,65067.46310000017,475.8138480428926
R1276,475.9896818181818,50237.49770000002,34109.23977102175
R1278,2.831166666666667,149303.1370000007,68.26514301571542
R1279_num1,475.9896818181818,29628.244300000035,57835.450430164456
R1280_num1,1.1610539695652173,119509.67790000066,34.97452561065566
R1281_num1,88.30191666666667,60125.39500000006,5287.065473748649
R1282,313.525,67926.51390000049,16616.339264247035
R1283,475.9896818181818,50237.49770000002,34109.23977102175
R1284,2.831166666666667,149303.1370000007,68.26514301571542
R1285,313.525,67926.51390000049,16616.339264247035
R1286_num1,475.9896818181818,29628.244300000035,57835.450430164456
R1287,102.10763176470589,60521.18400000022,6073.699324073697
R1288,313.525,67926.51390000049,16616.339264247035
R1289,61.53685,72988.7066000003,3035.1635248733
R1290,0.4394727272727273,47811.13610000006,33.090655174408546
R1291,1.412,72988.7066000003,69.64365087132506
R1292,56.33825,100833.68430000005,2011.408205581157
R1293,51.63561363636364,100833.68430000005,1843.5130123566157
R1294,61.53685,72988.7066000003,3035.1635248733
R1295,6123.455026703805,100833.68430000005,218621.76562493894
R1296,56.33825,100833.68430000005,2011.408205581157
R1297,0.4394727272727273,47811.13610000006,33.090655174408546
R1298,89.02839393939394,150790.21289999998,2125.484220878225
R1299,61.53685,72988.7066000003,3035.1635248733
R1300,56.33825,100833.68430000005,2011.408205581157
R1301,0.4394727272727273,47811.13610000006,33.090655174408546
R1302_num1,59.83166666666666,52011.363000000114,4141.287356764704
R1303,1.412,72988.7066000003,69.64365087132506
R1304,51.63561363636364,100833.68430000005,1843.5130123566157
R1305,61.53685,72988.7066000003,3035.1635248733
R1306,56.33825,100833.68430000005,2011.408205581157
R1307,11.92235294117647,150790.21289999998,284.63697850668194
R1308,3125.51,34289.21480000001,328145.046937616
R1309,703.8131814818182,63385.876100000125,39973.06039183294
R1310,750.0,39021.287000000026,69193.00227078615
R1311,184.05375,61276.98259999997,10813.089546612244
R1313,475.9896818181818,50237.49770000002,34109.23977102175
R1314,29.017585714285715,22664.599600000023,4609.095700566821
R1315,5.38935,23082.076000000005,840.5509105853389
R1316,5.38935,23082.076000000005,840.5509105853389
R1317,5.38935,23082.076000000005,840.5509105853389
R1318,5.38935,23082.076000000005,840.5509105853389
R1319,56.33825,100833.68430000005,2011.408205581157
R1320,56.33825,100833.68430000005,2011.408205581157
R1321,1021.9168512820513,37918.63710000003,97020.90966279434
R1324,286.6849295468182,243808.1459000003,4233.106086586027
R1325,38.78947368421053,243808.1459000003,572.7540593349704
R1326,475.9896818181818,50237.49770000002,34109.23977102175
R1327,475.9896818181818,50237.49770000002,34109.23977102175
R1328,475.9896818181818,50237.49770000002,34109.23977102175
R1331,6123.455026703805,36485.634900000034,604194.99774509
R1332,6123.455026703805,36485.634900000034,604194.99774509
R1334,36.37083333333333,62893.74199999997,2081.8446452112844
R1335,33.6975,38301.62870000003,3167.2543470716664
R1336_num1,33.6975,38301.62870000003,3167.2543470716664
R1337,33.6975,71050.51410000028,1707.3908829042452
R1338_num1,52.24,33185.521500000024,5667.049710217749
R1339,52.24,38322.9823,4907.34250606587
R1340,0.7698611391666667,85074.3771000004,32.577377530983846
R1341,2.726,30601.544899999953,320.68969171553215
R1342,213.68,16727.959399999996,45985.76440829957
R1343_num1,213.68,29628.244300000035,25963.33391243163
R1344_num1,213.68,29628.244300000035,25963.33391243163
R1345,6123.455026703805,60125.39500000006,366641.05235622445
R1346_num1,3830.0,60521.18400000022,227821.0551862295
R1347_num1,52.24,33185.521500000024,5667.049710217749
R1348,52.24,38322.9823,4907.34250606587
R1349,11.92235294117647,150790.21289999998,284.63697850668194
R1350,224.72636363636363,8665.869499999993,93356.46112498114
R1351,224.72636363636363,8665.869499999993,93356.46112498114
R1352,77433.71538461538,8665.869499999993,32167732.89565641
R1353_num1,6123.455026703805,60521.18400000022,364243.3382686898
R1354_num1,106.938,93225.81970000053,4129.508340488185
R1355_num1,106.938,48851.28490000004,7880.586985338428
R1356,77433.71538461538,8665.869499999993,32167732.89565641
R1357_num1,123.58679238095237,102745.7960000007,4330.225370694734
R1358,213.68,16727.959399999996,45985.76440829957
R1359,77433.71538461538,8665.869499999993,32167732.89565641
R1360_num1,123.58679238095237,102745.7960000007,4330.225370694734
R1361_num1,123.58679238095237,102745.7960000007,4330.225370694734
R1362,6.095363636363636,24202.442399999985,906.6568046417127
R1363,144.63952,80069.37700000046,6503.13879674619
R1364,0.017791664999999998,61276.98259999997,1.0452537197874365
R1365_num1,8.035703705555555,60521.18400000022,477.9902081889194
R1367,3.10125,93839.45300000001,118.97447867689509
R1368,123.31,217379.0572000004,2042.1286471565359
R1369,8.233066666666666,385334.92980000144,76.91760519967242
R1370,0.6909692307692308,25236.525500000018,98.5670246393161
R1372_num1,43.2254,61573.13790000019,2527.2618110307403
R1373,43.96734923809524,29895.002100000045,5294.612682336712
R1374,96.02483185183333,83022.29160000043,4163.814175741183
R1375,312.5617619047619,50645.429000000004,22217.64856325223
R1376,82.24230769230769,43458.21730000001,6812.803793778896
R1377,84.37913333333333,23579.634899999997,12882.5098984039
R1378_num1,213.68,29628.244300000035,25963.33391243163
R1379,19.576011267605633,110645.90010000058,636.9295247242507
R1380,19.576011267605633,110645.90010000058,636.9295247242507
R1381_num1,213.68,29628.244300000035,25963.33391243163
R1382,75.00423076923077,23579.634899999997,11451.204902635316
R1383,2.831166666666667,149303.1370000007,68.26514301571542
R1384,2.831166666666667,149303.1370000007,68.26514301571542
R1385,75.00423076923077,23579.634899999997,11451.204902635316
R1386,665.7333333333333,40326.2097,59431.32314763517
R1387_num1,1.6020500000000002,52124.24920000009,110.64677359419866
R1388_num1,146.24082,52124.24920000009,10100.230892150656
R1389_num1,1.6020500000000002,52124.24920000009,110.64677359419866
R1390_num1,2.1397,26939.731799999998,285.9315770916472
R1391,34.483333333333334,83022.29160000043,1495.2610631142752
R1392,61.53685,72988.7066000003,3035.1635248733
R1393,7.1241666666666665,47811.13610000006,536.4231451509048
R1394,48.64526923076923,72988.7066000003,2399.3159680235863
R1395,1.412,72988.7066000003,69.64365087132506
R1396,1.412,72988.7066000003,69.64365087132506
R1397,50.1799347826087,100833.68430000005,1791.541849050449
R1398,1.412,72988.7066000003,69.64365087132506
R1399,140.9968076923077,100833.68430000005,5033.918092114259
R1400,6123.455026703805,36485.634900000034,604194.99774509
R1401,6123.455026703805,36485.634900000034,604194.99774509
R1402,6123.455026703805,36485.634900000034,604194.99774509
R1403,6123.455026703805,36485.634900000034,604194.99774509
R1404,6123.455026703805,36485.634900000034,604194.99774509
R1405,6123.455026703805,36485.634900000034,604194.99774509
R1406,6123.455026703805,36485.634900000034,604194.99774509
R1407,4.85,16548.674099999982,1055.0694209392896
R1408,4.85,16548.674099999982,1055.0694209392896
R1409,242.66666666666666,52124.24920000009,16759.95363785496
R1410_num1,213.68,29628.244300000035,25963.33391243163
R1411,6123.455026703805,40326.2097,546652.8657200753
R1412_num1,213.68,29628.244300000035,25963.33391243163
R1413,213.68,16727.959399999996,45985.76440829957
R1414,50333.5775,62192.99939999996,2913525.328382862
