,fluxes,equ,ec-code,kcat_MW,E
R360_num3,0.0,ACP_c + accoa_c + 3.0 amet_c + 14.0 h_c + 8.0 malcoa_c + 9.0 nadph_c --> CPD_17434_c + 3.0 ahcys_c + 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 9.0 nadp_c,,162.1123666,0.0
R360_num4,0.0,ACP_c + accoa_c + 3.0 amet_c + 14.0 h_c + 8.0 malcoa_c + 9.0 nadph_c --> CPD_17434_c + 3.0 ahcys_c + 8.0 co2_c + 9.0 coa_c + 7.0 h2o_c + 9.0 nadp_c,,,
R362_num2,0.0,CPD_17434_c + atp_c + nadph_c + trp__L_c --> ACP_c + CPD_17428_c + amp_c + h2o_c + nadp_c + ppi_c,,,
R364_num2,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,1221.829314,0.0
R364_num3,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,591.9202249,0.0
R364_num4,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,1643.9301779999994,0.0
R364_num5,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,2130.973936,0.0
R364_num6,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,580.3201018999998,0.0
R364_num7,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,636.9186894,0.0
R364_num8,0.0,CHLOROACETALDEHYDE_c + h2o_c + nad_c --> CHLOROACETIC_ACID_c + 2.0 h_c + nadh_c,1.2.1.4,356.6980117,0.0
R365_num2,0.0,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c,1.2.1.46,4145.303661999998,0.0
R378_num2,0.0,aprop_c + 2.0 h2o_c --> ala__L_c + nh4_c,3.5.5.1,2628.506458,0.0
R378_num3,0.0,aprop_c + 2.0 h2o_c --> ala__L_c + nh4_c,3.5.5.1,3884.731221,0.0
R379_num2,0.0,acybut_c + 2.0 h2o_c --> glu__L_c + nh4_c,3.5.5.1,2333.431716,0.0
R379_num3,0.0,acybut_c + 2.0 h2o_c --> glu__L_c + nh4_c,3.5.5.1,3884.731221,0.0
R380_num2,0.0,3CPYRD_c + 2.0 h2o_c --> nac_c + nh4_c,3.5.5.1,2551.411857,0.0
R380_num3,0.0,3CPYRD_c + 2.0 h2o_c --> nac_c + nh4_c,3.5.5.1,4002.11387,0.0
R381_num2,0.0,LNM_e + h2o_e --> ACH_e + BDGLC_e,3.2.1.21,661.5948653,0.0
R381_num3,0.0,LNM_e + h2o_e --> ACH_e + BDGLC_e,3.2.1.21,3344.421589,0.0
R381_num4,0.0,LNM_e + h2o_e --> ACH_e + BDGLC_e,3.2.1.21,1694.1105760000007,0.0
R382_num2,0.0,AMYD_e + h2o_e --> PRNS_e + glc__D_e,"3.2.1.21,3.2.1.117",661.5948653,0.0
R382_num3,0.0,AMYD_e + h2o_e --> PRNS_e + glc__D_e,"3.2.1.21,3.2.1.117",3344.421589,0.0
R382_num4,0.0,AMYD_e + h2o_e --> PRNS_e + glc__D_e,"3.2.1.21,3.2.1.117",1694.1105760000007,0.0
R383_num2,0.0,PRNS_e + h2o_e --> MDN_e + glc__D_e,"3.2.1.21,3.2.1.118",661.5948653,0.0
R383_num3,0.0,PRNS_e + h2o_e --> MDN_e + glc__D_e,"3.2.1.21,3.2.1.118",3344.421589,0.0
R383_num4,0.0,PRNS_e + h2o_e --> MDN_e + glc__D_e,"3.2.1.21,3.2.1.118",1694.1105760000007,0.0
R384_num2,0.0,HC00955_c + glu__L_c + 2.0 h_c --> HC01577_c + h2o_c,2.3.2.2,2708.478736,0.0
R385_num2,0.0,BETA_AMINOPROPIONITRILE_c + glu__L_c --> HC01700_c + h2o_c,2.3.2.2,3050.979898,0.0
R386_num2,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,5088.644407,0.0
R386_num3,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,1470.4160949999994,0.0
R386_num4,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,1747.202389,0.0
R386_num5,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,1623.1632869999999,0.0
R386_num6,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,5856.892335000001,0.0
R386_num7,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,5605.9302590000025,0.0
R386_num8,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,837.9395423,0.0
R386_num9,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,3344.421589,0.0
R386_num10,0.0,CPD_1042_c + h2o_c --> BDGLC_c + CPD_648_c,3.2.1.21,1694.1105760000007,0.0
R387_num2,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,5088.644407,0.0
R387_num3,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,1470.4160949999994,0.0
R387_num4,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,1747.202389,0.0
R387_num5,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,1623.1632869999999,0.0
R387_num6,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,5856.892335000001,0.0
R387_num7,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,5605.9302590000025,0.0
R387_num8,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,837.9395423,0.0
R387_num9,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,3344.421589,0.0
R387_num10,0.0,CPD_10277_c + h2o_c --> BDGLC_c + CPD_12700_c,3.2.1.21,1694.1105760000007,0.0
R389_num2,0.0,cellb_e + h2o_e --> 2.0 BDGLC_e,3.2.1.21,661.5948653,0.0
R389_num3,0.0,cellb_e + h2o_e --> 2.0 BDGLC_e,3.2.1.21,3344.421589,0.0
R389_num4,0.0,cellb_e + h2o_e --> 2.0 BDGLC_e,3.2.1.21,1694.1105760000007,0.0
R390_num2,0.0,cellb_c + h2o_c --> 2.0 BDGLC_c,3.2.1.21,1623.1632869999999,0.0
R390_num3,0.0,cellb_c + h2o_c --> 2.0 BDGLC_c,3.2.1.21,837.9395423,0.0
R390_num4,0.0,cellb_c + h2o_c --> 2.0 BDGLC_c,3.2.1.21,1747.202389,0.0
R390_num5,0.0,cellb_c + h2o_c --> 2.0 BDGLC_c,3.2.1.21,5605.9302590000025,0.0
R391_num2,0.0,CELLU_e + h2o_e --> BDGLC_e,3.2.1.21,661.5948653,0.0
R391_num3,0.0,CELLU_e + h2o_e --> BDGLC_e,3.2.1.21,3344.421589,0.0
R391_num4,0.0,CELLU_e + h2o_e --> BDGLC_e,3.2.1.21,1694.1105760000007,0.0
R394_num2,0.0,accoa_c + ser__L_c --> acser_c + coa_c,,437.322726,0.0
R395_num2,0.003069545397175363,accoa_c + hom__L_c --> achms_c + coa_c,2.3.1.31,582.7645316,5.267213824334539e-06
R395_num3,0.0,accoa_c + hom__L_c --> achms_c + coa_c,2.3.1.31,450.5370393999999,0.0
R396_num2,0.0,achms_c + cys__L_c --> ac_c + cyst__L_c + h_c,2.5.1.48,651.4799653,0.0
R399_num2,0.0,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,4.4.1.13,1993.520764,0.0
R399_num3,0.0,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,4.4.1.13,2064.930841,0.0
R399_num4,0.0,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,4.4.1.13,697.8540052,0.0
R399_num5,0.0,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,4.4.1.13,751.9582102999997,0.0
R400_num2,0.020956653906737142,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,2.5.1.6,263.3925579,7.956433573454864e-05
R404_num2,0.0,3SALA_c + akg_c --> 3_SULFINYL_PYRUVATE_c + glu__L_c,,7754.049875,0.0
R406_num2,0.0,cysi__L_c + h2o_c --> nh4_c + pyr_c + thcys_c,4.4.1.35,,
R410_num2,0.0,h2o_c + suchms_c --> 2obut_c + h_c + nh4_c + succ_c,,676.8482368,0.0
R410_num3,0.0,h2o_c + suchms_c --> 2obut_c + h_c + nh4_c + succ_c,,651.4799653,0.0
R411_num2,0.0,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,2.5.1.48,733.4069407000003,0.0
R415_num2,0.0,achms_c + trdrd_c + tsul_c --> ac_c + 2.0 h_c + hcys__L_c + so3_c + trdox_c,,686.8275402,0.0
R415_num3,0.0,achms_c + trdrd_c + tsul_c --> ac_c + 2.0 h_c + hcys__L_c + so3_c + trdox_c,,513.4208848999998,0.0
R416_num2,0.0,mercplac_c + nad_c --> 2.0 h_c + mercppyr_c + nadh_c,1.1.1.27,57602.60973,0.0
R418_num2,0.0,amet_c + dnacyt_c --> ahcys_c + dna5mtc_c,2.1.1.37,58.201195299999995,0.0
R419_num2,0.0,C02356_m + akg_m --> 2obut_m + glu__L_m,2.6.1.42,2426.5537,0.0
R421_num2,0.0,C02356_m + atp_m + glu__L_m --> C21015_m + adp_m + pi_m,6.3.2.2,199.4409014,0.0
R422_num2,0.0,Lcyst_c + akg_c --> 3spyr_c + glu__L_c,2.6.1.1,7305.864643000001,0.0
R432_num2,0.0,acser_c + h2s_c --> ac_c + cys__L_c + h_c,"2.5.1.47,2.5.1.65",747.3343827000001,0.0
R432_num3,0.0,acser_c + h2s_c --> ac_c + cys__L_c + h_c,"2.5.1.47,2.5.1.65",583.7058191000001,0.0
R435_num2,0.0,h2s_c + suchms_c --> h_c + hcys__L_c + succ_c,2.5.1.48,814.1465708,0.0
R435_num3,0.0,h2s_c + suchms_c --> h_c + hcys__L_c + succ_c,2.5.1.48,802.4176257,0.0
R440_num2,0.0,2.0 h_c + nadph_c + o2_c + salc_c --> catechol_c + co2_c + h2o_c + nadp_c,1.14.13.1,191.922608,0.0
R440_num3,0.0,2.0 h_c + nadph_c + o2_c + salc_c --> catechol_c + co2_c + h2o_c + nadp_c,1.14.13.1,163.5445254,0.0
R440_num4,0.0,2.0 h_c + nadph_c + o2_c + salc_c --> catechol_c + co2_c + h2o_c + nadp_c,1.14.13.1,102.5163509,0.0
R442_num2,0.0,frdp_c + 13.0 ipdp_c --> CPD_10712_c + 13.0 ppi_c,2.5.1.87,,
R451_num2,0.0,ACP_c + 2.0 amet_c + 14.0 h_c + 8.0 malcoa_c + 8.0 nadph_c --> CPD_17994_c + 2.0 ahcys_c + 8.0 co2_c + 8.0 coa_c + 6.0 h2o_c + 8.0 nadp_c,,95.073134,0.0
R451_num3,0.0,ACP_c + 2.0 amet_c + 14.0 h_c + 8.0 malcoa_c + 8.0 nadph_c --> CPD_17994_c + 2.0 ahcys_c + 8.0 co2_c + 8.0 coa_c + 6.0 h2o_c + 8.0 nadp_c,,1514.1216689999999,0.0
R451_num4,0.0,ACP_c + 2.0 amet_c + 14.0 h_c + 8.0 malcoa_c + 8.0 nadph_c --> CPD_17994_c + 2.0 ahcys_c + 8.0 co2_c + 8.0 coa_c + 6.0 h2o_c + 8.0 nadp_c,,,
R451_num5,0.0,ACP_c + 2.0 amet_c + 14.0 h_c + 8.0 malcoa_c + 8.0 nadph_c --> CPD_17994_c + 2.0 ahcys_c + 8.0 co2_c + 8.0 coa_c + 6.0 h2o_c + 8.0 nadp_c,,,
R453_num2,0.0,CPD_17994_c + atp_c + ser__L_c --> ACP_c + CPD_17993_c + amp_c + h_c + ppi_c,,,
R453_num3,0.0,CPD_17994_c + atp_c + ser__L_c --> ACP_c + CPD_17993_c + amp_c + h_c + ppi_c,,,
R454_num2,0.0,CPD_17993_c + amet_c --> CPD_17992_c + ahcys_c + h_c,,229.0667849,0.0
R460_num2,0.0,D_3_HYDROXYACYL_COA_c + nad_c --> 3_KETOACYL_COA_c + h_c + nadh_c,,722.5512035,0.0
R465_num2,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.39,2.3.1.85,2.3.1.86,2.3.1.-",538.9540397999998,0.0
R465_num3,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.39,2.3.1.85,2.3.1.86,2.3.1.-",240.66603700000002,0.0
R465_num4,0.0,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.39,2.3.1.85,2.3.1.86,2.3.1.-",113.75273419999999,0.0
R465_num5,0.3008120008120889,ACP_c + malcoa_c --> coa_c + malACP_c,"2.3.1.39,2.3.1.85,2.3.1.86,2.3.1.-",4008.2641299999996,7.504794870194568e-05
R466_num2,0.0,ACP_c + accoa_c --> acACP_c + coa_c,"2.3.1.38,2.3.1.85,2.3.1.86,2.3.1.-",538.9540397999998,0.0
R466_num3,0.0,ACP_c + accoa_c --> acACP_c + coa_c,"2.3.1.38,2.3.1.85,2.3.1.86,2.3.1.-",240.66603700000002,0.0
R466_num4,0.0,ACP_c + accoa_c --> acACP_c + coa_c,"2.3.1.38,2.3.1.85,2.3.1.86,2.3.1.-",113.75273419999999,0.0
R466_num5,0.03894058655480545,ACP_c + accoa_c --> acACP_c + coa_c,"2.3.1.38,2.3.1.85,2.3.1.86,2.3.1.-",4008.2641299999996,9.715074978056762e-06
R467_num2,0.03894058655480545,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",3614.832779,1.0772444794964457e-05
R467_num3,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",1200.1189630000001,0.0
R467_num4,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",2411.84084,0.0
R467_num5,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",716.7489155000003,0.0
R467_num6,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",1627.676227,0.0
R467_num7,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",557.6459624,0.0
R467_num8,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",251.0309417,0.0
R467_num9,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",240.66603700000002,0.0
R467_num10,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",113.75273419999999,0.0
R467_num11,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",343.9803347,0.0
R467_num12,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",353.0363775,0.0
R467_num13,0.0,acACP_c + malACP_c --> ACP_c + actACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",929.5238712000001,0.0
R468_num2,0.03894058655480545,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",3614.8328770000003,1.0772444502917873e-05
R468_num3,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",1200.1189949999996,0.0
R468_num4,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",2411.8408,0.0
R468_num5,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",716.7489410000003,0.0
R468_num6,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",1627.676185,0.0
R468_num7,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",557.6459646000002,0.0
R468_num8,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",251.0309449,0.0
R468_num9,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",240.66603430000004,0.0
R468_num10,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",113.75273390000001,0.0
R468_num11,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",343.98033430000015,0.0
R468_num12,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",353.0363808,0.0
R468_num13,0.0,actACP_c + h_c + nadph_c --> C4HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",929.523849,0.0
R469_num2,0.0,C4HACP_c --> C4DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",538.9540436000002,0.0
R469_num3,0.0,C4HACP_c --> C4DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",240.66603430000004,0.0
R469_num4,0.0,C4HACP_c --> C4DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",113.75273390000001,0.0
R469_num5,0.03894058655480545,C4HACP_c --> C4DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",4008.2641280000003,9.715074982904283e-06
R470_num2,0.0,C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",538.9540436000002,0.0
R470_num3,0.0,C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",240.66603430000004,0.0
R470_num4,0.0,C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",113.75273390000001,0.0
R470_num5,0.03894058655480545,C4DACP_c + h_c + nadph_c --> C40ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",4008.2641280000003,9.715074982904283e-06
R472_num2,0.03894058655480545,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",3614.8328770000003,1.0772444502917873e-05
R472_num3,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",1200.1189949999996,0.0
R472_num4,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",2411.8408,0.0
R472_num5,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",716.7489410000003,0.0
R472_num6,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",1627.676185,0.0
R472_num7,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",557.6459646000002,0.0
R472_num8,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",251.0309449,0.0
R472_num9,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",240.66603430000004,0.0
R472_num10,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",113.75273390000001,0.0
R472_num11,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",343.98033430000015,0.0
R472_num12,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",353.0363808,0.0
R472_num13,0.0,C40ACP_c + h_c + malACP_c --> ACP_c + C6OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",929.523849,0.0
R473_num2,0.03894058655480545,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",3614.8328770000003,1.0772444502917873e-05
R473_num3,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",1200.1189949999996,0.0
R473_num4,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",2411.8408,0.0
R473_num5,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",716.7489410000003,0.0
R473_num6,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",1627.676185,0.0
R473_num7,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",557.6459646000002,0.0
R473_num8,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",251.0309449,0.0
R473_num9,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",240.66603430000004,0.0
R473_num10,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",113.75273390000001,0.0
R473_num11,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",343.98033430000015,0.0
R473_num12,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",353.0363808,0.0
R473_num13,0.0,C6OACP_c + h_c + nadph_c --> C6HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",929.523849,0.0
R474_num2,0.0,C6HACP_c --> C6DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",538.9540436000002,0.0
R474_num3,0.0,C6HACP_c --> C6DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",240.66603430000004,0.0
R474_num4,0.0,C6HACP_c --> C6DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",113.75273390000001,0.0
R474_num5,0.03894058655480545,C6HACP_c --> C6DACP_c + h2o_c,"2.3.1.85,2.3.1.86,2.3.1.-,4.2.1.59",4008.2641280000003,9.715074982904283e-06
R475_num2,0.0,C6DACP_c + h_c + nadph_c --> C60ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",538.9540436000002,0.0
R475_num3,0.0,C6DACP_c + h_c + nadph_c --> C60ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",240.66603430000004,0.0
R475_num4,0.0,C6DACP_c + h_c + nadph_c --> C60ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",113.75273390000001,0.0
R475_num5,0.03894058655480545,C6DACP_c + h_c + nadph_c --> C60ACP_c + nadp_c,"1.3.1.10,1.3.1.39,1.3.1.104,1.3.1.-",4008.2641280000003,9.715074982904283e-06
R477_num2,0.03894058655480545,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",3614.8328770000003,1.0772444502917873e-05
R477_num3,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",1200.1189949999996,0.0
R477_num4,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",2411.8408,0.0
R477_num5,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",716.7489410000003,0.0
R477_num6,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",1627.676185,0.0
R477_num7,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",557.6459646000002,0.0
R477_num8,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",251.0309449,0.0
R477_num9,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",240.66603430000004,0.0
R477_num10,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",113.75273390000001,0.0
R477_num11,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",343.98033430000015,0.0
R477_num12,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",353.0363808,0.0
R477_num13,0.0,C60ACP_c + h_c + malACP_c --> ACP_c + C8OACP_c + co2_c,"2.3.1.41,2.3.1.85,2.3.1.86,2.3.1.179",929.523849,0.0
R478_num2,0.03894058655480545,C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",3614.8328770000003,1.0772444502917873e-05
R478_num3,0.0,C8OACP_c + h_c + nadph_c --> C8HACP_c + nadp_c,"1.1.1.100,1.1.1.-,2.3.1.85,2.3.1.86",1200.1189949999996,0.0
