Unnamed: 0,kcat,MW,kcat_MW
R490_reverse_num2,6.7062078,44794.8176,538.9540436000002
R490_reverse_num3,15.671335999999998,234419.4924,240.66603430000004
R490_reverse_num4,6.460739599999999,204466.8445,113.7527339
R490_reverse_num5,44.172245,39673.0547,4008.264128
R493_reverse_num2,28.37654,28260.1015,3614.832877
R493_reverse_num3,84.38105999999998,253118.0801,1200.1189949999996
R493_reverse_num4,25.737886,38417.2909,2411.8408
R493_reverse_num5,48.91234,245670.9929,716.7489410000002
R493_reverse_num6,13.327994,29478.0859,1627.676185
R493_reverse_num7,7.29703,47107.5013,557.6459646000002
R493_reverse_num8,2.6998618,38718.344,251.0309449
R493_reverse_num9,15.671335999999998,234419.4924,240.66603430000004
R493_reverse_num10,6.460739599999999,204466.8445,113.7527339
R493_reverse_num11,3.6368885,38062.637,343.9803343000001
R493_reverse_num12,4.8414864999999985,49369.845,353.0363808
R493_reverse_num13,11.392616,44123.0396,929.523849
R494_reverse_num2,6.7062078,44794.8176,538.9540436000002
R494_reverse_num3,15.671335999999998,234419.4924,240.66603430000004
R494_reverse_num4,6.460739599999999,204466.8445,113.7527339
R494_reverse_num5,44.172245,39673.0547,4008.264128
R495_reverse_num2,6.7062078,44794.8176,538.9540436000002
R495_reverse_num3,15.671335999999998,234419.4924,240.66603430000004
R495_reverse_num4,6.460739599999999,204466.8445,113.7527339
R495_reverse_num5,44.172245,39673.0547,4008.264128
R498_reverse_num2,28.37654,28260.1015,3614.832877
R498_reverse_num3,84.38105999999998,253118.0801,1200.1189949999996
R498_reverse_num4,25.737886,38417.2909,2411.8408
R498_reverse_num5,48.91234,245670.9929,716.7489410000002
R498_reverse_num6,13.327994,29478.0859,1627.676185
R498_reverse_num7,7.29703,47107.5013,557.6459646000002
R498_reverse_num8,2.6998618,38718.344,251.0309449
R498_reverse_num9,15.671335999999998,234419.4924,240.66603430000004
R498_reverse_num10,6.460739599999999,204466.8445,113.7527339
R498_reverse_num11,3.6368885,38062.637,343.9803343000001
R498_reverse_num12,4.8414864999999985,49369.845,353.0363808
R498_reverse_num13,11.392616,44123.0396,929.523849
R499_reverse_num2,6.7062078,44794.8176,538.9540436000002
R499_reverse_num3,15.671335999999998,234419.4924,240.66603430000004
R499_reverse_num4,6.460739599999999,204466.8445,113.7527339
R499_reverse_num5,44.172245,39673.0547,4008.264128
R500_reverse_num2,6.7062078,44794.8176,538.9540436000002
R500_reverse_num3,15.671335999999998,234419.4924,240.66603430000004
R500_reverse_num4,6.460739599999999,204466.8445,113.7527339
R500_reverse_num5,44.172245,39673.0547,4008.264128
R503_reverse_num2,28.37654,28260.1015,3614.832877
R503_reverse_num3,84.38105999999998,253118.0801,1200.1189949999996
